Unnamed: 0.1,Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
0,0,Hyundai Santro Xing,Hyundai,2007,80000.0,45000,Petrol
1,1,Mahindra Jeep CL550,Mahindra,2006,425000.0,40,Diesel
2,2,Hyundai Grand i10,Hyundai,2014,325000.0,28000,Petrol
3,3,Ford EcoSport Titanium,Ford,2014,575000.0,36000,Diesel
4,4,Ford Figo,Ford,2012,175000.0,41000,Diesel
5,5,Hyundai Eon,Hyundai,2013,190000.0,25000,Petrol
6,6,Ford EcoSport Ambiente,Ford,2016,830000.0,24530,Diesel
7,7,Maruti Suzuki Alto,Maruti,2015,250000.0,60000,Petrol
8,8,Skoda Fabia Classic,Skoda,2010,182000.0,60000,Petrol
9,9,Maruti Suzuki Stingray,Maruti,2015,315000.0,30000,Petrol
10,10,Hyundai Elite i20,Hyundai,2014,415000.0,32000,Petrol
11,11,Mahindra Scorpio SLE,Mahindra,2015,320000.0,48660,Diesel
12,12,Hyundai Santro Xing,Hyundai,2007,80000.0,45000,Petrol
13,13,Mahindra Jeep CL550,Mahindra,2006,425000.0,40,Diesel
14,14,Audi A8,Audi,2017,1000000.0,4000,Petrol
15,15,Audi Q7,Audi,2014,500000.0,16934,Diesel
16,16,Mahindra Scorpio S10,Mahindra,2016,350000.0,43000,Diesel
17,17,Maruti Suzuki Alto,Maruti,2014,160000.0,35550,Petrol
18,18,Mahindra Scorpio S10,Mahindra,2016,350000.0,43000,Diesel
19,19,Mahindra Scorpio S10,Mahindra,2016,310000.0,39522,Diesel
20,20,Maruti Suzuki Alto,Maruti,2015,75000.0,39000,Petrol
21,21,Hyundai i20 Sportz,Hyundai,2012,100000.0,55000,Petrol
22,22,Hyundai i20 Sportz,Hyundai,2012,100000.0,55000,Petrol
23,23,Hyundai i20 Sportz,Hyundai,2012,100000.0,55000,Petrol
24,24,Maruti Suzuki Alto,Maruti,2017,190000.0,72000,Petrol
25,25,Maruti Suzuki Vitara,Maruti,2016,290000.0,15975,Diesel
26,26,Maruti Suzuki Alto,Maruti,2008,95000.0,70000,Petrol
27,27,Mahindra Bolero DI,Mahindra,2017,180000.0,23452,Diesel
28,28,Maruti Suzuki Swift,Maruti,2014,385000.0,35522,Diesel
29,29,Mahindra Scorpio S10,Mahindra,2015,250000.0,48508,Diesel
30,30,Maruti Suzuki Swift,Maruti,2017,180000.0,15487,Petrol
31,31,Maruti Suzuki Wagon,Maruti,2013,105000.0,39000,Petrol
32,32,Maruti Suzuki Wagon,Maruti,2013,105000.0,39000,Petrol
33,33,Toyota Innova 2.0,Toyota,2012,650000.0,82000,Diesel
34,34,Renault Lodgy 85,Renault,2018,689999.0,20000,Diesel
35,35,Skoda Yeti Ambition,Skoda,2012,448000.0,68000,Diesel
36,36,Maruti Suzuki Baleno,Maruti,2017,549000.0,32000,Diesel
37,37,Renault Duster 110,Renault,2012,501000.0,38000,Diesel
38,38,Renault Duster 85,Renault,2013,489999.0,27000,Diesel
39,39,Honda City 1.5,Honda,2011,280000.0,33000,Petrol
40,40,Maruti Suzuki Alto,Maruti,2015,250000.0,60000,Petrol
41,41,Maruti Suzuki Dzire,Maruti,2013,349999.0,46000,Diesel
42,42,Honda Amaze,Honda,2013,284999.0,46000,Diesel
43,43,Honda Amaze 1.5,Honda,2015,345000.0,36000,Diesel
44,44,Honda City,Honda,2015,499999.0,55000,Petrol
45,45,Datsun Redi GO,Datsun,2017,235000.0,16000,Petrol
46,46,Maruti Suzuki SX4,Maruti,2010,249999.0,36000,Petrol
47,47,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000.0,47000,Diesel
48,48,Mahindra Bolero DI,Mahindra,2017,180000.0,23452,Diesel
49,49,Maruti Suzuki Swift,Maruti,2014,385000.0,35522,Diesel
50,50,Mahindra Scorpio S10,Mahindra,2015,250000.0,48508,Diesel
51,51,Maruti Suzuki Swift,Maruti,2017,180000.0,15487,Petrol
52,52,Maruti Suzuki Wagon,Maruti,2013,105000.0,39000,Petrol
53,53,Maruti Suzuki Wagon,Maruti,2013,105000.0,39000,Petrol
54,54,Mahindra Scorpio S10,Mahindra,2015,395000.0,35000,Diesel
55,55,Maruti Suzuki Swift,Maruti,2017,220000.0,30874,Petrol
56,56,Honda City ZX,Honda,2017,170000.0,15000,Diesel
57,57,Maruti Suzuki Wagon,Maruti,2013,85000.0,29685,Petrol
58,58,Ford Figo,Ford,2012,175000.0,41000,Diesel
59,59,Hyundai Eon,Hyundai,2013,190000.0,25000,Petrol
60,60,Tata Indigo eCS,Tata,2017,200000.0,130000,Diesel
61,61,Ford EcoSport Ambiente,Ford,2016,830000.0,24530,Diesel
62,62,Tata Indigo eCS,Tata,2017,200000.0,130000,Diesel
63,63,Mahindra Scorpio SLE,Mahindra,2012,570000.0,19000,Diesel
64,64,Volkswagen Polo Highline,Volkswagen,2014,315000.0,60000,Petrol
65,65,Skoda Fabia Classic,Skoda,2010,182000.0,60000,Petrol
66,66,Maruti Suzuki Stingray,Maruti,2015,315000.0,30000,Petrol
67,67,Chevrolet Spark LS,Chevrolet,2010,110000.0,41000,Petrol
68,68,Renault Duster 110PS,Renault,2012,501000.0,35000,Diesel
69,69,Honda City,Honda,2015,448999.0,54000,Petrol
70,70,Mini Cooper S,Mini,2013,1891111.0,13000,Petrol
71,71,Datsun Redi GO,Datsun,2017,235000.0,16000,Petrol
72,72,Skoda Fabia 1.2L,Skoda,2011,159500.0,38200,Diesel
73,73,Honda Amaze,Honda,2015,344999.0,22000,Petrol
74,74,Honda Amaze,Honda,2015,344999.0,22000,Petrol
75,75,Renault Duster,Renault,2014,449999.0,50000,Diesel
76,76,Mini Cooper S,Mini,2013,1891111.0,13500,Petrol
77,77,Mahindra Scorpio S4,Mahindra,2015,865000.0,30000,Diesel
78,78,Mahindra Scorpio VLX,Mahindra,2014,699000.0,50000,Diesel
79,79,Mahindra Quanto C8,Mahindra,2013,375000.0,20000,Diesel
80,80,Ford EcoSport,Ford,2017,489999.0,39000,Petrol
81,81,Honda Brio,Honda,2012,224999.0,30000,Petrol
82,82,Volkswagen Vento Highline,Volkswagen,2019,1200000.0,3600,Diesel
83,83,Hyundai i20 Magna,Hyundai,2009,195000.0,32000,Petrol
84,84,Toyota Corolla Altis,Toyota,2010,351000.0,38000,Diesel
85,85,Hyundai Verna Transform,Hyundai,2008,160000.0,45000,Petrol
86,86,Toyota Corolla Altis,Toyota,2009,240000.0,35000,Petrol
87,87,Honda City 1.5,Honda,2005,90000.0,50000,Petrol
88,88,Hyundai Elite i20,Hyundai,2014,415000.0,32000,Petrol
89,89,Skoda Fabia 1.2L,Skoda,2011,155000.0,45863,Diesel
90,90,BMW 3 Series,BMW,2011,600000.0,60500,Petrol
91,91,Maruti Suzuki A,Maruti,2011,189500.0,12500,Petrol
92,92,Toyota Etios GD,Toyota,2013,350000.0,60000,Diesel
93,93,Ford Figo Diesel,Ford,2012,210000.0,35000,Diesel
94,94,Maruti Suzuki Swift,Maruti,2014,390000.0,35000,Petrol
95,95,Chevrolet Beat LT,Chevrolet,2012,135000.0,45000,Diesel
96,96,BMW 7 Series,BMW,2009,1600000.0,35000,Petrol
97,97,Mahindra XUV500 W8,Mahindra,2013,701000.0,38000,Diesel
98,98,Hyundai i10 Magna,Hyundai,2014,265000.0,18000,Petrol
99,99,Hyundai Verna Fluidic,Hyundai,2015,525000.0,35000,Diesel
100,100,Maruti Suzuki Swift,Maruti,2013,372000.0,13349,Petrol
101,101,Maruti Suzuki Ertiga,Maruti,2016,635000.0,29000,Petrol
102,102,Ford EcoSport Titanium,Ford,2014,550000.0,44000,Diesel
103,103,Maruti Suzuki Ertiga,Maruti,2016,575000.0,29000,Petrol
104,104,Maruti Suzuki Ertiga,Maruti,2013,485000.0,42000,Diesel
105,105,Maruti Suzuki Alto,Maruti,2012,155000.0,14000,Petrol
106,106,Hyundai Grand i10,Hyundai,2014,345000.0,49000,Diesel
107,107,Honda Amaze 1.2,Honda,2014,325000.0,42000,Petrol
108,108,Hyundai i20 Asta,Hyundai,2012,329500.0,36200,Diesel
109,109,Ford Figo Diesel,Ford,2014,195000.0,50000,Diesel
110,110,Maruti Suzuki Eeco,Maruti,2015,251111.0,55000,Petrol
111,111,Maruti Suzuki Ertiga,Maruti,2014,569999.0,45000,Petrol
112,112,Maruti Suzuki Esteem,Maruti,2007,69999.0,51000,Petrol
113,113,Maruti Suzuki Ritz,Maruti,2014,299999.0,19000,Petrol
114,114,Maruti Suzuki Dzire,Maruti,2009,220000.0,46000,Petrol
115,115,Maruti Suzuki Ritz,Maruti,2013,399999.0,33000,Diesel
116,116,Maruti Suzuki Swift,Maruti,2013,372000.0,13349,Petrol
117,117,Maruti Suzuki Dzire,Maruti,2015,450000.0,104000,Diesel
118,118,Toyota Etios Liva,Toyota,2014,270000.0,55000,Petrol
119,119,Hyundai i20 Sportz,Hyundai,2011,350000.0,33333,Diesel
120,120,Chevrolet Spark,Chevrolet,2012,158400.0,33600,Petrol
121,121,Maruti Suzuki Alto,Maruti,2017,350000.0,5600,Petrol
122,122,Nissan Micra XV,Nissan,2011,179000.0,41000,Petrol
123,123,Maruti Suzuki Swift,Maruti,2007,125000.0,70000,Petrol
124,124,Maruti Suzuki Alto,Maruti,2018,200000.0,7500,Petrol
125,125,Honda Amaze 1.5,Honda,2013,299000.0,45000,Diesel
126,126,Maruti Suzuki Alto,Maruti,2015,220000.0,38000,Petrol
127,127,Chevrolet Beat,Chevrolet,2015,150000.0,30000,Petrol
128,128,Honda City 1.5,Honda,2010,285000.0,35000,Petrol
129,129,Ford EcoSport Trend,Ford,2016,830000.0,24330,Diesel
130,130,Hyundai i20 Asta,Hyundai,2009,210000.0,65480,Petrol
131,131,Maruti Suzuki Swift,Maruti,2013,340000.0,41000,Petrol
132,132,Tata Indica V2,Tata,2006,90000.0,20000,Petrol
133,133,Hindustan Motors Ambassador,Hindustan,2000,70000.0,200000,Diesel
134,134,Toyota Corolla Altis,Toyota,2010,289999.0,70000,Petrol
135,135,Toyota Corolla Altis,Toyota,2012,349999.0,59000,Petrol
136,136,Toyota Innova 2.5,Toyota,2012,849999.0,99000,Diesel
137,137,Volkswagen Jetta Highline,Volkswagen,2014,749999.0,46000,Diesel
138,138,Volkswagen Polo Comfortline,Volkswagen,2015,399999.0,2800,Petrol
139,139,Volkswagen Polo,Volkswagen,2014,274999.0,32000,Petrol
140,140,Mahindra Scorpio,Mahindra,2015,984999.0,22000,Diesel
141,141,Renault Duster,Renault,2014,449999.0,50000,Diesel
142,142,Honda Amaze,Honda,2015,344999.0,22000,Petrol
143,143,Nissan Sunny,Nissan,2012,224999.0,45000,Petrol
144,144,Hyundai Elite i20,Hyundai,2018,599999.0,21000,Petrol
145,145,Renault Kwid,Renault,2016,244999.0,11000,Petrol
146,146,Renault Duster,Renault,2013,399999.0,41000,Diesel
147,147,Ford EcoSport,Ford,2017,489999.0,39000,Petrol
148,148,Renault Duster,Renault,2014,474999.0,50000,Diesel
149,149,Mahindra Scorpio VLX,Mahindra,2011,499999.0,66000,Diesel
150,150,Maruti Suzuki Alto,Maruti,2018,310000.0,3000,Petrol
151,151,Chevrolet Spark LT,Chevrolet,2010,85000.0,45000,Petrol
152,152,Datsun Redi GO,Datsun,2016,245000.0,7000,Petrol
153,153,Maruti Suzuki Swift,Maruti,2010,189500.0,38500,Diesel
154,154,Fiat Punto Emotion,Fiat,2012,169500.0,37200,Diesel
155,155,Maruti Suzuki Swift,Maruti,2010,159500.0,43200,Diesel
156,156,Toyota Etios GD,Toyota,2013,275000.0,24800,Petrol
157,157,Hyundai i20 Sportz,Hyundai,2014,370000.0,60000,Diesel
158,158,Hyundai i10 Sportz,Hyundai,2010,168000.0,45872,Petrol
159,159,Chevrolet Beat LT,Chevrolet,2011,150000.0,40000,Diesel
160,160,Chevrolet Beat LS,Chevrolet,2011,145000.0,45000,Diesel
161,161,Chevrolet Beat LT,Chevrolet,2012,98500.0,38000,Diesel
162,162,Mahindra Scorpio VLX,Mahindra,2014,699000.0,50000,Diesel
163,163,Tata Indigo CS,Tata,2011,85000.0,11400,Diesel
164,164,Toyota Corolla Altis,Toyota,2015,575000.0,42000,Petrol
165,165,Honda City 1.5,Honda,2014,549000.0,39000,Petrol
166,166,Maruti Suzuki Swift,Maruti,2011,209000.0,47000,Diesel
167,167,Hyundai Eon Era,Hyundai,2013,185000.0,27000,Petrol
168,168,Mahindra Scorpio S10,Mahindra,2015,900000.0,97200,Diesel
169,169,Mahindra XUV500,Mahindra,2014,699999.0,52000,Diesel
170,170,Honda Brio,Honda,2012,224999.0,30000,Petrol
171,171,Ford Fiesta,Ford,2011,274999.0,55000,Diesel
172,172,Honda Amaze,Honda,2013,284999.0,46000,Diesel
173,173,Honda City,Honda,2015,599999.0,30000,Diesel
174,174,Maruti Suzuki Wagon,Maruti,2012,199999.0,44000,Petrol
175,175,Honda City,Honda,2014,544999.0,45000,Diesel
176,176,Hyundai i20,Hyundai,2009,199000.0,31000,Petrol
177,177,Tata Indigo eCS,Tata,2016,320000.0,175430,Diesel
178,178,Hyundai Fluidic Verna,Hyundai,2015,540000.0,38000,Diesel
179,179,Mahindra Quanto C8,Mahindra,2013,340000.0,37000,Diesel
180,180,Fiat Petra ELX,Fiat,2008,75000.0,65000,Petrol
181,181,Skoda Fabia 1.2L,Skoda,2011,159500.0,38200,Diesel
182,182,Mini Cooper S,Mini,2013,1891111.0,13000,Petrol
183,183,Hyundai Santro Xing,Hyundai,2005,49000.0,7500,Petrol
184,184,Maruti Suzuki Ciaz,Maruti,2016,700000.0,3350,Petrol
185,185,Maruti Suzuki Zen,Maruti,2000,55000.0,60000,Petrol
186,186,Honda City,Honda,2015,448999.0,54000,Petrol
187,187,Hyundai Creta 1.6,Hyundai,2017,895000.0,32000,Petrol
188,188,Mahindra Scorpio SLX,Mahindra,2007,355000.0,75000,Diesel
189,189,Mahindra Scorpio SLE,Mahindra,2012,565000.0,62000,Diesel
190,190,Toyota Innova 2.5,Toyota,2006,365000.0,73000,Diesel
191,191,Maruti Suzuki Alto,Maruti,2011,145000.0,41000,Petrol
192,192,Maruti Suzuki Wagon,Maruti,2011,210000.0,35000,Petrol
193,193,Tata Nano Cx,Tata,2013,40000.0,2200,Petrol
194,194,Maruti Suzuki Alto,Maruti,2013,125000.0,39000,Petrol
195,195,Maruti Suzuki Wagon,Maruti,2009,135000.0,45000,Petrol
196,196,Maruti Suzuki Swift,Maruti,2006,135000.0,45000,Petrol
197,197,Tata Sumo Victa,Tata,2012,285000.0,65000,Diesel
198,198,Maruti Suzuki Wagon,Maruti,2010,145000.0,54870,Petrol
199,199,Maruti Suzuki Alto,Maruti,2010,135000.0,34580,Petrol
200,200,Volkswagen Passat Diesel,Volkswagen,2009,450000.0,97000,Diesel
201,201,Renault Scala RxL,Renault,2015,375000.0,25000,Diesel
202,202,Mahindra Quanto C8,Mahindra,2013,375000.0,20000,Diesel
203,203,Hyundai Grand i10,Hyundai,2014,365000.0,20000,Petrol
204,204,Hyundai i20 Active,Hyundai,2015,500000.0,18000,Petrol
205,205,Mahindra Xylo E4,Mahindra,2012,400000.0,35000,Diesel
206,206,Mahindra Jeep MM,Mahindra,2019,390000.0,60,Diesel
207,207,Renault Duster 110PS,Renault,2012,501000.0,35000,Diesel
208,208,Mahindra Bolero SLE,Mahindra,2013,330000.0,80200,Diesel
209,209,Force Motors Force,Force,2015,580000.0,3200,Diesel
210,210,Maruti Suzuki SX4,Maruti,2012,265000.0,46000,Diesel
211,211,Mahindra Jeep CL550,Mahindra,2019,379000.0,0,Diesel
212,212,Maruti Suzuki Alto,Maruti,2015,219000.0,5000,Petrol
213,213,Mahindra Jeep CL550,Mahindra,2018,385000.0,588,Diesel
214,214,Toyota Etios,Toyota,2011,275000.0,36000,Diesel
215,215,Volkswagen Polo,Volkswagen,2015,330000.0,38000,Diesel
216,216,Honda City ZX,Honda,2008,110000.0,45000,Petrol
217,217,Maruti Suzuki Wagon,Maruti,2006,80000.0,71200,Petrol
218,218,Honda City VX,Honda,2016,519000.0,52000,Diesel
219,219,Mahindra Thar CRDe,Mahindra,2016,730000.0,29000,Diesel
220,220,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000.0,47000,Diesel
221,221,Audi A4 1.8,Audi,2009,699000.0,47000,Petrol
222,222,Mercedes Benz GLA,Mercedes,2015,2000000.0,20000,Diesel
223,223,Land Rover Freelander,Land,2015,2100000.0,30000,Diesel
224,224,Renault Kwid RXT,Renault,2017,340000.0,5000,Petrol
225,225,Tata Aria Pleasure,Tata,2014,390000.0,35000,Diesel
226,226,Mercedes Benz B,Mercedes,2014,1400000.0,31000,Petrol
227,227,Datsun GO T,Datsun,2016,245000.0,7000,Petrol
228,228,Tata Indigo eCS,Tata,2016,320000.0,175430,Diesel
229,229,Tata Indigo eCS,Tata,2016,320000.0,175400,Diesel
230,230,Honda Jazz VX,Honda,2016,450000.0,41000,Petrol
231,231,Honda Amaze 1.2,Honda,2014,311000.0,33000,Petrol
232,232,Honda Amaze,Honda,2013,284999.0,46000,Diesel
233,233,Honda City,Honda,2012,399999.0,45000,Petrol
234,234,Honda City,Honda,2015,599999.0,39000,Diesel
235,235,Honda Amaze,Honda,2015,344999.0,22000,Petrol
236,236,Audi A4 1.8,Audi,2009,699000.0,47000,Petrol
237,237,Force Motors Force,Force,2015,580000.0,3200,Diesel
238,238,Mahindra Scorpio S4,Mahindra,2015,855000.0,30000,Diesel
239,239,Hyundai i20 Active,Hyundai,2015,535000.0,37000,Diesel
240,240,Mini Cooper S,Mini,2013,1891111.0,13000,Petrol
241,241,Maruti Suzuki Ciaz,Maruti,2017,699000.0,14000,Petrol
242,242,Chevrolet Tavera Neo,Chevrolet,2013,375000.0,55000,Diesel
243,243,Honda Amaze,Honda,2013,284999.0,46000,Diesel
244,244,Hyundai Eon Sportz,Hyundai,2012,178000.0,30000,Petrol
245,245,Tata Sumo Gold,Tata,2013,300000.0,50000,Diesel
246,246,Maruti Suzuki Wagon,Maruti,2003,90000.0,45000,Petrol
247,247,Maruti Suzuki Esteem,Maruti,2006,95000.0,45000,Petrol
248,248,Maruti Suzuki Eeco,Maruti,2015,255000.0,9300,Petrol
249,249,Chevrolet Enjoy 1.4,Chevrolet,2013,245000.0,55000,Diesel
250,250,Hyundai i20 Asta,Hyundai,2012,329500.0,36200,Diesel
251,251,Ford Figo Diesel,Ford,2014,195000.0,50000,Diesel
252,252,Maruti Suzuki Eeco,Maruti,2015,251111.0,55000,Petrol
253,253,Maruti Suzuki Ertiga,Maruti,2014,569999.0,45000,Petrol
254,254,Maruti Suzuki Esteem,Maruti,2007,69999.0,51000,Petrol
255,255,Maruti Suzuki Ritz,Maruti,2014,299999.0,19000,Petrol
256,256,Maruti Suzuki Dzire,Maruti,2009,220000.0,46000,Petrol
257,257,Maruti Suzuki Ritz,Maruti,2013,399999.0,33000,Diesel
258,258,Maruti Suzuki SX4,Maruti,2010,249999.0,36000,Petrol
259,259,Maruti Suzuki Wagon,Maruti,2015,289999.0,22000,Petrol
260,260,Mini Cooper S,Mini,2013,1891111.0,13500,Petrol
261,261,Nissan Terrano XL,Nissan,2015,499999.0,60000,Diesel
262,262,Renault Duster 85,Renault,2013,489999.0,27000,Diesel
263,263,Renault Duster 85,Renault,2014,489999.0,59000,Diesel
264,264,Renault Duster 85,Renault,2015,549999.0,19000,Diesel
265,265,Maruti Suzuki Dzire,Maruti,2013,380000.0,30000,Petrol
266,266,Renault Kwid RXT,Renault,2018,325000.0,15000,Petrol
267,267,Maruti Suzuki Maruti,Maruti,2003,57000.0,56758,Petrol
268,268,Renault Kwid 1.0,Renault,2018,349999.0,10000,Petrol
269,269,Renault Lodgy 85,Renault,2018,689999.0,20000,Diesel
270,270,Renault Scala RxL,Renault,2014,349999.0,49000,Diesel
271,271,Hyundai Grand i10,Hyundai,2014,410000.0,41000,Petrol
272,272,Maruti Suzuki Swift,Maruti,2011,225000.0,45000,Petrol
273,273,Chevrolet Beat LS,Chevrolet,2010,120000.0,43000,Petrol
274,274,Tata Indigo eCS,Tata,2016,320000.0,175430,Diesel
275,275,Hyundai Santro Xing,Hyundai,2000,59000.0,56450,Petrol
276,276,Hyundai Fluidic Verna,Hyundai,2015,540000.0,38000,Diesel
277,277,Chevrolet Beat LS,Chevrolet,2010,80000.0,56000,Petrol
278,278,Mahindra Quanto C8,Mahindra,2013,340000.0,37000,Diesel
279,279,Fiat Petra ELX,Fiat,2008,75000.0,65000,Petrol
280,280,Chevrolet Beat LS,Chevrolet,2015,220000.0,32700,Petrol
281,281,Skoda Fabia 1.2L,Skoda,2011,159500.0,38200,Diesel
282,282,Ford EcoSport Titanium,Ford,2016,599000.0,30000,Diesel
283,283,Hyundai Accent GLX,Hyundai,2006,80000.0,56000,Petrol
